metric,score,evaluation_model,reason,error
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence in the expected output matches exactly with the information provided in the 5.3.4 node in the retrieval context, demonstrating a perfect contextual recall",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the information provided in the 2nd node in the retrieval context, ensuring a precise attribution of the date to the receipt of the Identification Number and the AMSC Number from the Defense Automated Printing Service",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the 4th node in the retrieval context, providing a clear and concise instruction for DID usage.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the sentence does not relate to any part of the retrieval context, being a standalone sentence without any connection to the provided context, which is not supported by any node in the retrieval context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence is perfectly attributed to the 1st node in the retrieval context, which discusses the difficulties practitioners face in providing evidence for demonstrating compliance with safety standards, aligning with the sentence",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence is perfectly attributed to the 1st node in the retrieval context, which clearly mentions the exchange of evidence, aligning with the expected output.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because none of the sentences in the expected output can be attributed to any node(s) in retrieval context, indicating a complete lack of relevant information in the retrieval context.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because none of the sentences in the expected output can be attributed to any node in the retrieval context, indicating a complete mismatch between the two.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output perfectly matches the description in the 1st node in the retrieval context, ensuring a flawless recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context provides a direct and precise match with the expected output, as seen in the 1st node discussing system implementation and functionality.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly matched with the 1st node in the retrieval context, indicating a precise recall of the original information.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the requirements are specified in a detailed and precise way, matching the 1st node in the retrieval context, which ensures a high level of consistency in implementing systems with similar functionality and/or services.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly matched with the 1st node in the retrieval context, which provides a precise definition of a business process, showcasing a seamless alignment between the two.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the information provided in the 1st node in the retrieval context, ensuring a precise attribution.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there is no connection between the expected output and the retrieval context, resulting in a complete mismatch.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, with node [EC-LMR-FNC-049] directly supporting the requirement of taking imagery of the Lunar Exploration Light Rover and the surrounding terrain upon command, making it a perfect match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output perfectly matches the information provided in the 12th node in the retrieval context, ensuring a flawless alignment between the two.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the 6th node in the retrieval context, providing a precise description of the Lunar Exploration Light Rover",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there is no relevant information in the retrieval context to support any sentence in the expected output, particularly sentence 1, which is ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output sentence is perfectly matched with the 3rd node in the retrieval context, providing a precise and accurate representation of the information.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the information provided in node EC-LMR-PRF-064 in the retrieval context, ensuring a perfect contextual recall score.",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the expected output sentence ,
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the entire sentence was not found in the retrieval context, indicating a complete mismatch between the expected output and the node(s) in retrieval context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the requirement stated in the 5th node in the retrieval context, which ensures a precise location determination within 1% of the distance from its starting point for the scenario.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the expected output sentence does not relate to any specific node in the retrieval context, primarily discussing on-board procedures which is not found in the context.",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the expected output ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly attributed to node 4.1.3 in the retrieval context, which precisely defines the pointing error specifications for different mission phases with perturbations present, making the match flawless.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because all sentences in the expected output have a direct match in the retrieval context, resulting in perfect recall accuracy.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly attributed to the 2nd node in the retrieval context, which is AUTO-090, indicating a flawless contextual recall performance.",
Contextual Recall,0.3333333333333333,Llama-3 70B,"The score is 0.33 because the retrieval context contains the exact sentence required, but lacks supporting information for the rest of the expected output, resulting in a lower score.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the sentence in the 5th node in the retrieval context, with no discrepancies or missing information, resulting in a flawless recall.",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the sentence ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the information provided in the 1st node in the retrieval context, specifically the section ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly attributed to the 1st node in the retrieval context, showcasing a seamless connection between the two.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, with the 1st node providing a direct match to the sentence structure and content, resulting in a flawless contextual recall performance.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there are no supportive reasons to attribute the sentence to any nodes in the retrieval context, making it impossible to recall any relevant information.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output matches the information in the 1st node in the retrieval context, making it a perfect match.",
Contextual Recall,0.9444444444444444,Llama-3 70B,"The score is 0.94 because all sentences in the expected output are attributed to nodes in the retrieval context, with each node providing relevant information that matches the expected output, indicating a strong contextual recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output perfectly aligns with the information provided in the 1st node of the retrieval context, which clearly mentions the formation of the Solar System and the solar nebula.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly attributed to node 4 in the retrieval context, providing a precise match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is directly stated in node 022 in the retrieval context, providing a perfect match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the 6th node in retrieval context, demonstrating a flawless contextual recall performance.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the information provided in node 3 of the retrieval context, ensuring a precise contextual recall.",
Contextual Recall,0.8571428571428571,Llama-3 70B,"The score is 0.86 because the majority of sentences in the expected output are attributed to specific nodes in the retrieval context, such as PINT-024, PINT-031, PINT-002, PINT-007, PINT-009, and PINT-010, which provide relevant information about the spacecraft",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there are no connections between the expected output and any nodes in the retrieval context, as ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the 1st node in the retrieval context, which provides the exact same information, resulting in a perfect contextual recall score.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is a direct quote from node 915 in the retrieval context, perfectly matching the original sentence structure and wording, making it an exact match.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the retrieval context does not provide any relevant information to support the expected output, resulting in a complete mismatch.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the information provided in the 3rd node in the retrieval context, with no discrepancies or ambiguities found.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output is perfectly supported by the 26th node in the retrieval context, which clearly defines RCN Units in the HCCS EG maintenance program.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there is no retrieval context provided, making it impossible to find any relevant information to support the expected output.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the information provided in the 619th node in the retrieval context, ensuring a precise recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the relevant information from the 3rd node in the retrieval context, which explicitly mentions ",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the sentence does not match any part of the retrieval context, specifically, it talks about divesting and disposing of HCCS EG material which is not mentioned in the node(s) in retrieval context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is a direct match with the 1st node in the retrieval context, indicating a perfect alignment between the two.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the sentence in the 4th node in the retrieval context, which explicitly states the DND disposal regulations and requirements, ensuring a precise recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, with the 1st node directly mentioning the key details of the HCCS Equipment Group installation.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the entire expected output does not match any part of the node(s) in retrieval context, resulting in a complete mismatch.",
Contextual Recall,0.5,Llama-3 70B,"The score is 0.50 because the model partially aligned with the retrieval context, specifically the 1st node, but lacked relevant information to fully support the expected output.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the sentence does not match any part of the retrieval context, specifically sentence 1 in the expected output cannot be attributed to any node in the retrieval context.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there is no relevant information in the retrieval context to support any part of the expected output, making it impossible to attribute any sentence to a node in retrieval context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output sentence is directly stated in the 786th node in the retrieval context, making it a perfect match.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there are no matching sentences in the retrieval context that can be attributed to any node, resulting in a complete mismatch with the expected output",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is directly attributed to the 2nd node in the retrieval context, providing a perfect match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the information in the 1st node in the retrieval context, specifically ",
Contextual Recall,0.0,Llama-3 70B,The score is 0.00 because there was no relevant information found in the retrieval context that supported the expected output ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly attributed to nodes PWS-1085 and PWS-1086 in retrieval context, which directly discuss the HCCS EG system and its implementation, providing a clear and direct connection to the expected output sentence.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire sentence is perfectly supported by the nodes in the retrieval context, specifically the ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly matched with the 8th node in the retrieval context, which states the same information, resulting in a perfect recall score.",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the output ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the rationale of the 5th node in the retrieval context, demonstrating a precise understanding of the context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is attributed to the 1st node in the retrieval context, providing a perfect match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output sentence perfectly matches the 5th node in the retrieval context, providing exact information on crew navigation for the Lunar Exploration Light Rover.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence is perfectly attributed to the 2nd node in the retrieval context, with a precise quote match, showcasing a seamless connection between the expected output and the retrieval context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the 3rd node in the retrieval context, indicating a precise recall of the original information.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is a direct match with the 3rd node in the retrieval context, ensuring a perfect recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly matched by the 2nd node in the retrieval context, which explicitly states the requirement of maintaining a speed of not less than 15 km/h on a smooth, level, prepared surface, ensuring a perfect alignment between the two.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly matched with the 7th node in the retrieval context, providing a precise description of the Site Operations Center",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the 2nd node in the retrieval context, with no discrepancies or missing information.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the information provided in the 3rd node of the retrieval context, ensuring a perfect recall.",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the expected output is perfectly attributed to the retrieval context,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the information from the 1st node in the retrieval context, specifically mentioning ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is correctly attributed to the 2nd node in the retrieval context, providing a perfect match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is perfectly attributed to the 1st node in the retrieval context, resulting in a flawless match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence matches the 3rd node in the retrieval context exactly, indicating perfect contextual recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly matched with node POWR-008 in the retrieval context, which states the same exact phrase, ensuring a precise recovery from malfunction or load failure.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, with the 1st node directly supporting the usage of thrusters for orbit manoeuvres and off-loading reaction wheels, resulting in a flawless contextual recall.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, with the 2nd node mentioning ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the sentence attributed to the 2nd node in the retrieval context, ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is a direct match with the 7th node in the retrieval context, ensuring perfect consistency.",
Contextual Recall,0.0,Llama-3 70B,The score is 0.00 because the expected output ,
Contextual Recall,0.0,Llama-3 70B,The score is 0.00 because there is no relevant information in the retrieval context to support the output ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the output ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the response ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, providing a complete and accurate chain of evidence explanation.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence exactly matches the 1st node in the retrieval context, ensuring a perfect recall.",
Contextual Recall,0.9,Llama-3 70B,The score is 0.90 because the sentence ,
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the expected output does not match any part of the retrieval context, resulting in a complete mismatch.",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there is no connection between the expected output and the retrieval context, as the number ",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the sentence ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the expected output ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the expected output,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because all expected output sentences are perfectly attributed to the 1st node in the retrieval context, ",
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because the entire expected output is not attributed to any part of the retrieval context, as it discusses system analysts and developing an IS, which are not mentioned at all in the context.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output perfectly matches the information from the 2nd node in the retrieval context, providing a precise rationale for the zoom requirement in the manipulator workspace context, ensuring a perfect match between the two sources of information",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the entire expected output is directly attributed to the 1st node in the retrieval context, which explicitly mentions the Exploration Development and Operations Center in a requirement.",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the output ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the output ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the output ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly mirrored in the 4th node in the retrieval context, ensuring a flawless match.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the definition provided in the 4th node in the retrieval context, showcasing exceptional contextual understanding and recall abilities.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence perfectly matches the definition of Absolute Measurement Error (AME) on page 41 of the node 4.1.3 in retrieval context, ensuring a precise attribution.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output is perfectly attributed to the 1st node in the retrieval context, which directly defines ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly supported by the AOCS-050 node in the retrieval context, which directly states the required sun-pointing attitude.",
Contextual Recall,0.0,Llama-3 70B,The score is 0.00 because there is no mention of,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the word,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the output ,
Contextual Recall,0.0,Llama-3 70B,The score is 0.00 because the sentence ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the sentence matches the information provided in the 1st node in the retrieval context, which explicitly mentions ",
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the retrieval context explicitly mentions ,
Contextual Recall,0.0,Llama-3 70B,"The score is 0.00 because there are no matching sentences in the retrieval context, resulting in no supportive reasons and one unsupportive reason for sentence 1, which is not found in the node(s) in retrieval context.",
Contextual Recall,0.0,Llama-3 70B,The score is 0.00 because the sentence ,
Contextual Recall,1.0,Llama-3 70B,The score is 1.00 because the retrieval context perfectly matches the expected output with the 1st node containing the exact sentence ,
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the expected output is perfectly matched with node PINT-007 in the retrieval context, which explicitly states the required pointing error of the payload line of sight during comet observation.",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the 1st node in the retrieval context, mentioning the exact ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the retrieval context perfectly matches the expected output, with the 1st node mentioning ",
Contextual Recall,1.0,Llama-3 70B,"The score is 1.00 because the output perfectly matches the information provided in the 1st node in the retrieval context, ensuring a flawless contextual recall.",
